lat,lon,number
51.4087308,3.8532721,2
51.4101116,6.0435463,2
51.4111261,5.7497173,3
51.412954,6.1739651,4
51.4131614,5.7542326,1
51.4131952,5.8251416,1
51.4132773,5.5608848,1
51.4146729,5.5466735,2
51.4146759,5.8209871,1
51.415105,6.1423045,1
51.4153476,5.4014895,1
51.4158176,5.2866331,2
51.4161234,5.2768142,3
51.4184817,5.5609765,1
51.4188754,5.675282,1
51.4196882,5.6773717,3
51.4198222,5.6776888,2
51.4200274,6.1456208,1
51.420317,6.0893399,2
51.4207165,5.6795348,1
51.4210187,5.5401256,1
51.4215622,5.2876124,1
51.4217402,5.4885868,1
51.4218947,5.5438234,2
51.4234749,4.3339413,2
51.4239961,6.1490658,2
51.4240078,5.3501641,1
51.4242183,5.4553655,3
51.4251813,6.1478922,2
51.4255818,5.4437788,1
51.425919,5.3931966,1
51.4261007,4.3370297,2
51.4263576,5.5012788,1
51.4280034,5.490772,1
51.4280697,5.4630208,2
51.4280841,5.5874129,2
51.4283162,5.4926995,2
51.4289588,5.4641439,2
51.429264,5.4882441,1
51.4297104,5.5404568,1
51.430355,5.4596023,1
51.4306204,5.5387774,2
51.4309014,4.3055976,3
51.4346239,5.4851065,2
51.4346292,5.3886102,2
51.4359235,5.3916591,1
51.4368261,5.6276051,4
51.4381008,5.4760677,3
51.4382518,3.8869588,1
51.43911,5.6137668,2
51.4415434,5.5063654,1
51.4416687,5.487912,43
51.4417232,5.6056245,1
51.4419644,5.4318466,1
51.4422174,3.5748693,2
51.4423257,3.5783753,2
51.4426835,5.3424395,2
51.4427416,5.6271472,2
51.4431729,3.577349,1
51.4436464,3.577733,2
51.4445761,5.76303,4
51.4453446,5.343602,4
51.4459188,3.5706504,1
51.4459518,5.4139562,4
51.4462187,5.4460341,1
51.4469473,5.6963178,2
51.4471587,4.0361301,5
51.447176,5.5593455,2
51.4472367,5.6132606,2
51.447271,3.5766682,2
51.4477218,5.31552,2
51.4481248,4.0349362,1
51.4495973,3.5759426,1
51.4496818,5.5482348,1
51.4498692,5.7903207,2
51.4500023,5.4627265,1
51.4502464,5.4604684,1
51.4508184,3.5758365,1
51.4513015,5.784176,1
51.4520889,3.6259332,1
51.4521707,6.0467565,2
51.4524481,3.5841177,5
51.4525552,3.5684287,1
51.4526026,5.6134599,1
51.4531271,5.8193393,1
51.4532407,3.5593644,3
51.4538174,5.7844569,4
51.4547557,5.1451052,2
51.4566297,6.0223754,1
51.4568395,3.7702605,1
51.4569175,3.5720105,2
51.4575356,3.5724464,3
51.4577358,3.7759129,1
51.4578217,5.6151549,2
51.4579272,5.7046081,2
51.4579277,5.3919779,2
51.4579478,5.610393,2
51.4581584,5.639358,2
51.4583391,5.6125676,1
51.458355,3.9004281,1
51.4584507,5.6152732,1
51.4587713,5.7016068,2
51.4588151,5.4924393,2
51.4591455,3.5489379,1
51.4593687,6.0455514,2
51.4594994,3.5971365,2
51.4595409,3.9039007,2
51.4598702,5.465261,2
51.460243,5.6225631,4
51.4607291,3.5999378,2
51.4607848,3.5617241,1
51.4608042,5.7756972,4
51.460808,5.4606581,1
51.4609322,3.5619485,3
51.4610144,3.5488625,1
51.461032,5.7747782,3
51.4611062,5.7089903,1
51.4613944,5.7819617,1
51.4615446,5.798324,1
51.4617282,4.6510387,1
51.4622231,5.4803598,2
51.4622612,3.60077,1
51.462294,5.4816119,1
51.4623702,5.6969693,1
51.4625194,3.564562,2
51.4625673,5.793786,2
51.4625911,5.7998012,1
51.4627711,3.5761094,1
51.4627762,3.5437106,2
51.4628746,5.7932995,1
51.462911,5.7931703,1
51.4629392,3.5569169,1
51.4633778,3.5979484,1
51.4633878,3.5643257,2
51.4637057,5.4551657,1
51.4637058,5.6387556,1
51.4637157,5.7813198,2
51.4639697,5.8039149,1
51.4640513,5.4969987,1
51.4640578,5.466808,1
51.4645415,5.6260102,1
51.4648887,5.2527647,1
51.4650194,5.2417555,2
51.4650738,4.6541651,1
51.4651589,5.8056815,2
51.4653458,5.7035518,2
51.4653516,3.5536676,1
51.4654166,5.6904279,5
51.46548,3.6025437,4
51.4656376,3.5621629,1
51.4662113,3.5620535,1
51.4664378,3.5823977,2
51.4664675,5.2500114,1
51.4664908,3.5460792,4
51.4673436,3.8099305,1
51.4675543,5.6422452,1
51.4676154,3.5621556,1
51.4678078,5.8039501,3
51.4678766,3.6028816,1
51.4679771,3.5889294,1
51.468131,5.7040173,1
51.4683706,5.6388677,1
51.4683972,5.2475446,1
51.46857,5.8144055,5
51.4686425,3.5825262,1
51.4686537,5.8136436,1
51.4687512,3.9738131,2
51.4691965,3.8113345,1
51.4693465,5.4858721,2
51.4700098,4.6566936,1
51.4703621,5.4618825,3
51.4704637,3.739058,1
51.4704649,5.6589566,1
51.4706125,3.5936765,4
51.4708425,5.6984806,2
51.4712517,3.9606222,2
51.4716545,3.817612,1
51.4719296,5.4819054,1
51.4719756,5.5594969,2
51.4727264,3.8137603,2
51.4728038,5.7045104,1
51.4729728,3.8153641,2
51.4735352,5.709841,2
51.4742669,5.6512212,1
51.474857,5.556039,2
51.4749531,5.6615598,2
51.475467,5.4266259,1
51.4754811,3.5228385,2
51.4758569,5.1752781,1
51.4760013,5.6433289,1
51.4760321,3.8209162,4
51.4760624,4.3083538,2
51.4762082,3.5227656,1
51.476628,4.2804278,2
51.476817,5.5428035,1
51.4770888,5.4395678,2
51.4773303,3.7459358,2
51.4775334,5.657473,1
51.4775418,5.4311044,2
51.4777347,5.6559484,3
51.4778491,5.6646866,1
51.4779398,3.8170353,2
51.478307,4.2698348,1
51.4787455,4.2696225,2
51.4794953,5.1336735,2
51.4796557,4.2974426,2
51.4797542,3.95094,2
51.480147,5.4533333,2
51.4803495,5.656338,1
51.4804698,5.1395846,3
51.4805244,5.4905174,2
51.4806728,3.5577587,1
51.4807675,5.4900717,1
51.4808229,3.6164557,4
51.4809415,3.6585522,1
51.4810757,3.6585039,1
51.481216,5.4804995,1
51.4812614,3.6383822,2
51.4814277,3.6130629,5
51.481946,3.6134458,1
51.4819757,3.5901184,1
51.4822474,3.6002014,1
51.4823652,5.5021104,2
51.4824443,4.2672425,3
51.4826703,5.6670914,2
51.482672,4.2922018,1
51.4827176,5.658454,1
51.4828151,5.4698064,1
51.4831082,3.6416373,3
51.4832487,4.2847013,2
51.4833615,3.9525971,3
51.4834766,3.8894708,1
51.4834777,3.6622572,1
51.4836358,3.556358,1
51.4838568,5.5666538,2
51.4841364,4.3925469,2
51.4841705,3.6429357,2
51.4841839,3.6205152,1
51.4842526,5.6707003,1
51.4847547,3.6592425,2
51.4848021,4.2988888,2
51.4848239,4.0563218,4
51.4850336,4.9610946,2
51.4856783,6.1614151,1
51.4861943,6.1595089,1
51.4865208,5.6114547,4
51.4873334,5.6860387,3
51.4874269,3.8953743,4
51.4875,3.6091683,1
51.4881469,4.2826963,1
51.4881587,4.0429479,1
51.4882098,3.9667864,2
51.4882593,3.9686425,7
51.4883901,3.9624033,1
51.4884441,3.6281694,2
51.488728,4.0447742,7
51.4889912,3.6043721,1
51.4896343,3.9604923,1
51.4899394,3.9112765,1
51.4899596,3.9001154,3
51.4903786,3.6039721,1
51.4904967,5.6682195,2
51.4908155,3.623858,2
51.4911049,5.1445808,5
51.4911484,5.5654731,1
51.4912508,4.05154,12
51.4914334,4.2794629,5
51.4919591,4.3009784,1
51.492196,5.4453449,2
51.492235,4.2673759,4
51.4923629,5.3979861,2
51.4927405,4.288417,1
51.4938832,3.6216075,1
51.4942473,5.6634763,1
51.4943357,4.3130041,2
51.4943407,6.1605113,2
51.4943943,5.6979795,1
51.4944073,4.2897736,2
51.4945252,5.6857116,3
51.4948923,3.5940299,1
51.4949059,3.7516821,1
51.4949251,5.3897211,2
51.4950342,5.6689675,2
51.4950999,4.2831468,1
51.4952034,4.046585,2
51.4952714,3.5952968,1
51.4953006,4.3094386,1
51.4953954,3.6151971,1
51.4954425,3.8929943,2
51.4954839,4.2762392,2
51.4955348,4.2863621,1
51.4956677,6.1610091,1
51.4956983,3.5294277,8
51.4957794,4.2818053,2
51.4961289,6.161953,3
51.4968484,5.6620809,2
51.4968786,3.6134109,1
51.4968886,3.6005048,2
51.4969655,5.3913197,1
51.4969745,5.3822473,2
51.4971219,3.6134446,1
51.4974013,4.0516763,2
51.4974603,6.0952686,1
51.4976931,3.7504153,1
51.4977518,5.6750904,2
51.4978848,3.6092233,1
51.4979575,3.5233865,2
51.4981615,4.2610947,4
51.4986755,3.5283842,1
51.498785,3.5284806,1
51.4989047,3.6083048,1
51.4990967,3.5237864,1
51.4993304,3.9003708,1
51.4994086,3.9044012,1
51.4994651,3.5243331,1
51.49959,4.5572304,3
51.4997341,5.3848537,1
51.4998872,3.8904717,3
51.4999398,3.8966923,2
51.500068,3.8940667,1
51.5000923,4.040982,1
51.5005954,5.3680179,2
51.5006406,3.9051389,2
51.500795,3.852372,1
51.5008104,3.8776938,1
51.5009148,3.6104157,1
51.5009205,5.6657635,1
51.5009653,3.8960394,2
51.5012842,3.8956688,2
51.5017523,5.7491579,1
51.5018936,5.7441614,2
51.5021548,3.8580302,1
51.502415,3.8634952,2
51.502803,5.9854288,2
51.5029579,3.6129289,2
51.5029756,5.3163693,1
51.5030961,4.2931937,2
51.503163,3.6711622,1
51.5033476,3.4830016,2
51.5033987,5.7428482,1
51.5036084,3.6001688,1
51.5036793,3.4846012,1
51.5036854,3.488289,1
51.5037679,3.5994278,1
51.503913,3.671422,3
51.503958,3.8945584,2
51.5041556,5.4012008,2
51.5044083,3.8981449,4
51.5049179,3.895809,2
51.5050105,3.5913547,2
51.5052005,3.6727708,1
51.5053822,4.2839343,3
51.5057232,5.7440042,1
51.5058193,5.3914214,1
51.5059172,3.890302,4
51.5060156,3.5906523,1
51.5063758,4.85844,2
51.5064217,3.8952986,1
51.5064728,5.3614762,1
51.5064907,3.6700282,3
51.5073766,3.9046312,1
51.5075276,4.4336511,2
51.507659,4.3053428,2
51.5079589,5.322685,1
51.5085318,3.6731063,1
51.5086256,4.4305166,4
51.5087011,4.287945,1
51.5088671,5.633503,1
51.5088837,4.4290994,1
51.5088847,3.6189936,1
51.5089247,3.873938,1
51.5089717,3.7045838,2
51.5095934,5.4802698,1
51.5096279,3.876868,1
51.509691,5.317929,2
51.5097556,5.4903966,1
51.5097933,6.0348582,1
51.5097964,3.6281646,4
51.510454,3.956756,2
51.5105992,5.3648158,1
51.5106459,5.3966941,1
51.5106492,4.2876674,2
51.5111463,5.3164718,3
51.5112696,4.4361657,3
51.5113163,5.9799803,5
51.5113295,5.977373,1
51.5114983,5.4916682,1
51.5116034,6.035878,2
51.5116886,5.3960028,1
51.5117632,4.3000732,1
51.5120694,4.4528459,2
51.5122275,5.4001229,1
51.5123476,3.9045988,1
51.5126153,4.4303318,1
51.5126229,5.401045,2
51.5127587,4.4357888,1
51.514266,3.4596619,1
51.5146911,5.3904138,1
51.5147919,5.5856628,2
51.5148347,5.3956145,1
51.5150682,3.6212459,1
51.5150867,5.3870859,1
51.5151646,4.4398158,1
51.5151765,4.4423944,2
51.5156431,3.8818121,2
51.5156726,4.4282648,2
51.5160762,4.4776021,1
51.5165079,4.4281752,1
51.516682,4.0013281,3
51.5167957,3.9995524,1
51.5169695,4.4362626,3
51.5171692,3.8851334,1
51.5173207,3.8773617,3
51.517972,5.3900106,1
51.5181603,4.3946267,2
51.5182295,3.8823028,1
51.5183275,4.2783034,1
51.518646,4.6966121,1
51.5188051,3.8851081,1
51.5188203,4.4506035,2
51.5191499,5.9844192,1
51.5191681,4.2787872,1
51.5192638,4.3838537,1
51.5192862,5.5908836,1
51.5193942,4.4639773,2
51.5194239,4.3836484,4
51.5196339,5.4906928,2
51.5200373,5.5102454,1
51.5200688,4.358577,2
51.5202413,5.0132394,4
51.5205294,5.9800716,1
51.5206246,4.4514165,1
51.5209678,4.2714234,2
51.5211753,4.3929326,2
51.5218123,4.4952252,1
51.5226273,5.9686437,1
51.5226801,4.3965309,1
51.5227534,4.4367324,4
51.522863,4.3884575,1
51.5231825,5.0523935,1
51.5232771,5.0181567,2
51.5236726,4.3832809,2
51.5237632,5.4865957,1
51.5241101,4.2776148,2
51.5241475,5.9844561,5
51.5246272,4.4350217,1
51.5261007,5.0544615,2
51.5262868,5.0503821,2
51.5263622,5.0453956,3
51.5265079,5.9745584,5
51.5265791,4.3867762,1
51.5265987,5.0589106,2
51.5268486,4.4026224,2
51.5271765,5.6206474,4
51.5272634,4.2148334,2
51.5272649,5.6301875,1
51.5273295,4.3914865,3
51.5273838,4.4973496,2
