lat,lon,number
51.977183,5.7368336,1
51.9773312,5.1135465,5
51.9773818,5.3473814,2
51.977414,4.1393762,1
51.9774679,4.2474386,1
51.9774914,5.1246799,2
51.977534,6.296101,2
51.9775639,4.2555147,1
51.9776638,4.2398501,2
51.9776755,6.724602,2
51.9779388,6.7664018,1
51.9780059,6.290856,3
51.9781282,4.2386154,2
51.9781481,4.2573777,1
51.9782538,6.7044293,6
51.9782899,5.348152,3
51.9782947,5.9580222,1
51.9783173,5.9514726,1
51.9783743,5.3342228,2
51.978392,5.9180547,2
51.9787344,5.8358649,1
51.9788093,4.23656,1
51.9788308,5.330176,1
51.9788671,4.2378832,3
51.9788784,4.2566752,1
51.9789242,4.3163257,1
51.9789392,4.2462076,1
51.9789612,5.3403643,1
51.9790039,4.1788677,1
51.9791776,5.9092288,1
51.9792646,4.2575679,1
51.9794717,4.3162399,1
51.9795237,5.9281114,1
51.9795592,5.6450948,2
51.9795824,4.2402521,2
51.9796626,5.3414117,1
51.9796774,5.9180408,1
51.9796907,6.2973382,1
51.979696,4.3421742,6
51.9797195,5.0831838,3
51.9797937,5.0840858,1
51.9798748,5.084158,1
51.9798884,5.3442061,1
51.9799109,5.3333623,3
51.9799746,4.5888531,2
51.9799804,4.7244129,1
51.9800063,5.34735,2
51.9800812,4.2499633,2
51.9801023,6.7332922,3
51.980174,4.2521299,1
51.9801862,6.7124488,10
51.9802009,4.2474711,1
51.9802231,4.2479072,1
51.9802279,5.0816666,2
51.9802714,5.6562047,1
51.9803829,5.9574374,2
51.9804449,6.5566954,5
51.980516,5.3402027,1
51.9805547,5.9188372,2
51.9806198,5.6491619,1
51.9806351,4.2431221,1
51.9806383,5.3318476,1
51.980646,4.3368097,2
51.9807791,5.0828128,1
51.9809228,5.0758977,2
51.9809393,4.3629468,1
51.9809426,5.1205404,3
51.9809837,4.1352445,2
51.9809902,5.6483198,2
51.9810123,4.3630616,2
51.9810542,4.1351115,1
51.9811987,5.9155551,3
51.9813149,5.6518443,1
51.9813509,5.7553669,1
51.9814053,5.6516265,2
51.9814081,4.6660935,1
51.9815033,4.4693884,2
51.9815903,5.912401,1
51.9816508,5.6503615,1
51.981845,5.6438415,1
51.98193,4.8652905,6
51.9819375,5.923104,2
51.9820394,4.3459335,3
51.9820651,5.3488038,1
51.9820707,5.7374831,2
51.982162,4.2550903,1
51.9821806,5.0756707,1
51.9822197,6.5617057,1
51.9822411,6.5774575,3
51.9822421,4.4707707,1
51.9822743,4.6666181,1
51.98229,4.3387218,1
51.9823177,5.6495649,2
51.9823729,5.0770376,1
51.9823793,5.3476099,2
51.9824319,5.0165991,2
51.9824576,4.5838887,2
51.9824995,5.6792172,4
51.9825,5.6641368,1
51.9825302,4.3384396,1
51.9826161,4.6652006,1
51.9826851,6.5492419,2
51.9827082,4.5837241,1
51.9827465,4.3395118,1
51.9827981,4.5903459,2
51.9828452,5.3433736,2
51.9829196,5.0867867,2
51.9829342,4.6790829,2
51.9830079,5.0226062,1
51.983101,4.3582973,2
51.9831103,4.3460688,1
51.9831283,4.5926546,1
51.9833846,5.9519294,1
51.9834266,6.5740096,4
51.9834984,5.91385,1
51.9835019,5.3448431,1
51.9835506,4.3624359,1
51.9835529,4.3372074,1
51.9835568,4.9921781,2
51.9836955,5.8976795,1
51.9838447,4.3518748,2
51.9838965,4.1480035,5
51.9840078,5.9224446,1
51.9840512,4.2385365,4
51.9841078,5.9510651,1
51.9841361,5.0708242,2
51.9841424,5.9205247,2
51.984176,5.7457388,2
51.9841894,4.6815523,2
51.9841916,6.587205,4
51.984323,5.0768786,2
51.9844458,6.5860762,4
51.9845202,5.0699481,2
51.9845464,4.657556,10
51.9845609,5.8560558,2
51.9845745,4.4911767,1
51.9846264,6.5601382,1
51.9846347,5.0690593,1
51.9846363,6.5823689,2
51.9846844,4.6727081,2
51.9846971,4.6807728,1
51.9847409,5.0684617,2
51.9847542,5.087182,4
51.9847634,5.3310419,3
51.9847956,4.59197,3
51.9848065,5.0900931,2
51.98482,5.8974594,1
51.9848459,5.9527193,3
51.9849181,4.4727396,2
51.9849531,5.8546187,2
51.9849687,5.5056103,1
51.9850144,4.5818485,1
51.9850769,4.3367496,1
51.9850825,5.0684884,2
51.9851521,5.7469112,1
51.9851861,6.6962324,2
51.9852071,4.3730983,2
51.9852675,4.5043668,1
51.9852695,5.8869686,2
51.9853251,5.9813164,2
51.9853757,5.1021865,8
51.9854954,5.1033649,4
51.985524,4.3395052,2
51.9856046,5.9091435,1
51.9856776,5.9809279,1
51.9857908,5.8356881,1
51.9859513,4.342072,1
51.9862115,5.6446381,1
51.9863281,5.0737639,1
51.9863368,4.1441508,1
51.9864398,5.0718561,4
51.9865044,4.6660552,1
51.9865748,5.8445034,1
51.9866114,5.0894115,1
51.9866403,4.3336556,2
51.986804,4.591221,2
51.9868041,5.50381,2
51.986832,5.9180673,1
51.9868368,4.3568576,2
51.9868616,4.3393138,1
51.986928,5.9382458,1
51.9870331,5.0338996,4
51.9870599,4.3638844,2
51.9871031,4.3493246,2
51.9872487,4.2047065,1
51.9872638,5.5024282,1
51.9873375,5.1069199,4
51.9873421,6.5591318,2
51.9873642,4.5034813,2
51.9873684,5.0728978,4
51.9873712,5.4934172,1
51.9873752,4.3404665,1
51.9873963,4.6605378,2
51.9876039,4.474825,1
51.9876628,5.092913,2
51.9877654,4.3469653,1
51.9878198,5.9416488,1
51.9878985,4.6647371,1
51.9879284,4.3440497,1
51.9879718,5.8504137,2
51.9880632,5.4935207,2
51.9881197,5.8867674,1
51.9882845,4.1584235,1
51.9882894,4.348278,4
51.9885447,5.0897335,2
51.9885598,4.1841866,1
51.9886591,5.4905523,1
51.988719,5.9415726,1
51.9888492,5.9811884,1
51.9889288,5.9094734,1
51.9891729,4.2011906,2
51.9892365,5.4979784,2
51.9892819,5.9149516,1
51.9893937,5.8313274,1
51.989416,4.2074886,2
51.989438,5.9300218,1
51.9895125,4.4705785,3
51.9895523,5.9754178,1
51.9896159,4.3570413,1
51.9896189,4.1981794,1
51.9896882,5.8389737,2
51.989792,5.08891,1
51.9898674,5.8983904,4
51.9899236,5.9676336,4
51.9901083,5.9150633,2
51.990202,4.1989502,1
51.990262,4.3558908,2
51.9902932,5.9782374,1
51.9906333,4.373791,2
51.9906407,5.6906846,2
51.9907377,5.0932859,3
51.9907899,5.9133969,1
51.9909384,4.3592241,1
51.9909745,4.1330727,2
51.9911562,4.3605004,1
51.9912121,5.9154548,1
51.9912334,5.1937993,3
51.9912608,5.6941975,4
51.991286,6.0657533,2
51.9914881,4.2025854,2
51.9915188,4.1949403,1
51.9915386,4.501579,1
51.9917058,4.2153493,2
51.9917315,5.0917216,4
51.9917912,4.4758027,4
51.9918163,4.5050388,2
51.9920416,6.0656628,1
51.9920485,4.6790845,2
51.992133,4.6692989,1
51.9922628,4.2153202,3
51.9922905,4.8937653,2
51.992674,5.6756291,1
51.9927554,4.6711235,4
51.9927853,5.1713707,1
51.9930895,6.1316656,10
51.9933479,5.0947248,2
51.993708,4.4013726,2
51.9938645,4.2073861,1
51.9940855,4.4749261,2
51.9941346,4.352642,2
51.9942145,4.5024144,1
51.9943107,6.0696285,1
51.9950339,5.187522,1
51.9951404,5.8886658,2
51.9951706,4.3417116,2
51.9952266,5.6719617,5
51.9952754,5.1815948,1
51.9952918,5.3057809,1
51.9953051,4.7792555,3
51.9954611,4.3359821,4
51.9954716,5.305766,2
51.9954974,5.6859852,7
51.9955549,4.2101229,3
51.9955556,5.1043787,4
51.995638,5.9588982,4
51.9961909,4.776739,1
51.9963648,4.3335,4
51.9963788,6.1317348,1
51.9964641,4.1696161,1
51.9971475,4.1618503,1
51.9972474,4.3840971,4
51.9973339,4.2373225,4
51.9973843,4.1630089,2
51.9974641,4.2059953,1
51.9976,5.978392,1
51.9976573,4.2001797,2
51.9976959,4.2049116,1
51.9977493,5.9497805,1
51.9977682,4.2148268,1
51.9978958,4.7796574,1
51.9978986,4.2054013,2
51.9979123,4.330653,3
51.9979663,4.1810653,1
51.9980851,4.2132603,1
51.9980869,4.1605577,1
51.9981189,4.3366625,2
51.9981327,4.3463025,1
51.9981911,5.6726358,2
51.9983298,6.0725002,2
51.9983385,4.7800881,1
51.998401,5.9835138,2
51.9984446,4.7762715,1
51.9985065,5.6685605,3
51.9985366,4.2197872,1
51.998616,4.6982609,1
51.9986557,4.1633819,1
51.9987816,4.3263657,1
51.9988091,5.9756558,1
51.9988742,6.6629038,2
51.9989123,5.4570551,2
51.9989456,4.3946169,1
51.9991173,4.1688887,1
51.9992013,4.7748632,2
51.9992935,4.209151,1
51.9993069,4.2042137,2
51.9993344,4.3991665,2
51.9993664,4.1651683,1
51.9994094,4.1675847,1
51.9994151,4.3338506,1
51.9994176,5.674624,1
51.9995078,5.6744935,1
51.9995649,4.1557551,3
51.9996219,4.3388845,4
51.9996583,4.3268984,3
51.9997422,4.2036925,4
51.9999017,4.1596051,1
52.0000354,4.161218,1
52.0000986,5.9766338,4
52.0001079,4.160415,1
52.0003164,5.6709164,2
52.0004889,4.3985585,5
52.0005005,4.172259,1
52.0005539,4.1791898,1
52.0005856,4.1596738,1
52.0005902,6.5189045,2
52.000607,4.3254487,1
52.0006299,4.3400405,3
52.0007312,5.5525279,2
52.0008158,4.1550362,1
52.0010165,4.6983551,1
52.0010283,4.3283077,1
52.0011919,5.6656358,1
52.0012599,6.5193729,4
52.0013214,5.4566511,1
52.0013262,4.3912584,2
52.0013863,4.1451753,2
52.001397,4.7736391,1
52.0014762,4.4821738,1
52.0015071,4.3245827,4
52.0015721,4.1759292,1
52.0016215,4.7753108,1
52.0016474,4.701724,2
52.0016749,4.3413123,1
52.0016922,4.3371904,2
52.0017755,5.6770857,5
52.0018316,4.1662517,1
52.0018333,4.3298616,1
52.0019388,4.3508162,2
52.0020048,6.0231003,1
52.0020582,4.3511047,2
52.002137,4.3457726,2
52.0023992,4.3937832,1
52.0024006,4.1552985,1
52.0024068,5.6725316,1
52.0024861,5.0795344,1
52.0024991,5.4561723,1
52.0026105,4.698884,1
52.0026745,4.7878062,1
52.0027403,4.1533958,1
52.0027872,5.4553864,1
52.0029037,4.3907281,1
52.0029425,4.7735306,1
52.0030139,5.131011,1
52.0031185,5.5550706,2
52.0031229,4.4513673,1
52.0031401,4.703376,1
52.0032332,4.158407,1
52.003245,5.9079509,1
52.0032536,4.1759857,1
52.0033329,5.6610326,1
52.0033616,4.1664285,1
52.0033956,5.0906981,2
52.0034297,4.7790726,2
52.0034509,4.1715819,2
52.0035818,4.2218404,3
52.0036787,4.846702,1
52.0036831,6.1265695,4
52.003715,4.202772,3
52.0037879,4.5441259,2
52.0037991,4.211159,2
52.0038819,5.4584172,2
52.0038853,4.1753569,2
52.0039122,5.5531076,2
52.0039527,5.0801215,3
52.0039773,4.3911849,2
52.0040186,5.4553446,1
52.0040731,4.7015267,1
52.0041138,4.2292983,1
52.0041175,4.4949515,2
52.0041238,4.3437748,2
52.0041633,5.5470356,2
52.0042384,5.4633402,1
52.0042629,4.2307509,2
52.0043115,4.3416295,2
52.0043579,6.1250223,1
52.0043812,4.161609,1
52.0044351,5.0824338,1
52.0044454,4.3629924,1
52.0044728,5.4621464,1
52.0045577,5.9374722,1
52.0046293,4.1664522,1
52.0048327,4.7007723,1
52.0049157,4.7042227,2
52.0049239,4.3377264,1
52.0049594,5.5498783,2
52.0049724,4.3761176,1
52.0049781,4.3277192,2
52.0049823,4.3281852,2
52.0050182,5.1269073,3
52.0050379,5.9254626,1
52.0050664,6.422293,2
52.0050814,5.6777624,1
52.0051144,5.5482478,5
52.0052708,4.7019162,2
52.005332,4.1709483,1
52.0053948,4.3688111,2
52.0054692,5.5516424,2
52.0055009,6.5195528,2
52.0055408,4.4007337,2
52.0055471,6.0195969,1
52.0055619,4.1645042,2
52.0056877,4.3601093,1
52.0056902,5.0777356,1
52.0056975,5.7943217,2
52.0057325,4.3756635,2
52.0057603,4.2077284,1
52.0057681,4.97937,1
52.0057698,5.6644262,2
52.0058391,4.702257,1
52.0059965,5.0956327,2
52.0060189,5.5569603,1
52.0060593,5.5539165,2
52.0060913,4.6870771,5
52.0061263,5.4627172,2
52.0061266,4.3671632,1
52.0061447,4.753621,1
52.0061604,6.1285475,1
52.0061828,4.9797449,1
52.0062446,4.4874374,2
52.0063054,5.0897468,1
52.0064153,4.9819857,1
52.0065051,4.7024071,3
52.0066205,5.5445393,1
52.0066233,4.3820666,4
52.0066625,5.0335993,2
52.0066901,4.1675468,1
52.0067218,5.4590189,1
52.0067327,4.3480836,1
52.0067452,5.5453408,2
52.0067551,6.1466467,1
52.006773,4.7484562,2
52.0068246,4.3534124,3
52.0069439,5.4631555,2
52.0069723,5.460898,1
52.007012,6.0361484,3
52.0070312,4.5837397,1
52.0070384,5.0452333,5
52.00704,4.7125505,4
52.0070425,5.5577069,1
52.0070644,5.7229248,4
52.0070689,5.6809358,4
52.0070698,4.3394677,1
52.0071138,5.4290899,2
52.0071198,4.7477668,2
52.0071532,4.3767675,1
52.0071754,4.7530675,2
52.0071798,5.0352701,1
52.0072758,5.4285366,1
52.0073207,4.2354932,1
52.0073462,4.3554978,3
52.007388,5.6642615,1
52.0074627,4.7447178,1
52.0074829,4.3404339,1
52.0074881,5.048434,4
52.0075071,6.3519258,2
52.0075784,5.0424036,2
52.0075849,5.6794681,1
52.0075883,4.70475,2
52.007652,4.3382306,1
52.0077363,4.3518037,2
52.0078187,4.7072808,1
52.0080065,4.7024715,2
52.0080535,4.162936,3
52.008087,5.0380885,1
52.0081562,4.2326896,4
52.0081598,4.4349634,1
52.0081657,5.4281879,1
52.0082029,5.550764,2
52.0082809,4.3984158,1
52.0082916,5.0404028,1
52.0083675,4.6980965,2
52.0084465,5.5434389,2
52.0084799,4.4502067,1
52.0085739,5.5489593,2
52.0086428,4.1651485,1
52.0086669,5.033598,2
52.0086738,5.048192,1
52.0086785,4.3629248,1
52.0086865,4.4468086,2
52.0086913,4.5347846,1
52.0087194,4.3259412,2
52.0087539,4.4001532,1
52.0087826,4.5374629,1
52.008868,4.6976081,1
52.0088874,5.0801751,1
52.0089204,4.3607635,1
52.009113,5.0910536,1
52.0091164,4.2343546,1
52.0091945,4.6935102,1
52.0092517,4.5824618,1
52.0092551,4.227432,1
52.0092781,4.7446627,2
52.0093021,4.2285524,1
52.0094715,4.440456,1
52.0094896,4.7117999,2
52.0094914,4.4262683,5
52.0095297,4.704735,1
52.0095442,4.3397449,1
52.0095462,5.0812047,1
52.0095601,5.5507398,2
52.0096028,5.5523276,1
52.0097816,4.749666,1
52.0098534,5.5465898,1
52.009862,4.3564012,1
52.0099689,4.7411425,2
52.010032,5.5661516,2
52.0100522,5.3234218,2
52.0100882,4.3637811,8
52.0100955,4.7235162,1
52.0101106,4.2257639,1
52.0101108,5.1742878,1
52.010142,4.6987392,6
52.0101938,4.35836,2
52.010224,4.6928097,1
52.0102373,4.6935378,2
52.0103185,4.7105785,1
52.0103293,4.7978415,2
52.0103638,4.3318744,2
52.0103682,4.7208757,1
52.0103805,4.7182828,1
52.0104025,5.4316419,1
52.0104388,4.3637876,1
52.0105223,4.7100656,1
52.0105995,5.3802845,2
52.0106251,4.1830408,2
52.0107058,4.7091597,2
52.0107244,5.0486426,2
52.0107383,4.3487191,2
52.0107462,4.4402397,1
52.0107629,5.6747309,2
52.0107671,6.3544723,2
52.0108255,4.353524,1
52.010875,5.0416937,1
52.0109692,5.049369,1
52.0110496,5.0460912,1
52.0110689,5.046528,3
52.0110934,4.5350739,2
52.0111084,4.3591402,1
52.0111192,5.170292,3
52.0112313,5.1007549,1
52.0112361,4.7107103,2
52.0113216,5.0407143,1
52.0113273,5.0959476,2
52.0113291,4.331269,1
52.011443,5.0991076,2
52.0114662,5.4224811,1
52.0114795,5.0455344,2
52.0115105,4.3723284,6
52.0115357,5.5520288,2
52.0115615,4.7189061,1
52.011573,5.4259187,2
52.011645,5.0468295,2
52.011671,4.4502274,1
52.0117497,4.7235645,1
52.0118205,4.7510499,2
52.0118229,4.3432897,1
52.0118525,6.1380952,1
52.0118963,5.100707,1
52.0119566,5.1916853,1
52.0119599,5.6767437,1
52.0119632,4.439573,1
52.0121202,4.2153982,1
52.0121523,6.1333516,1
52.0121531,4.3349497,2
52.0122806,4.7398273,1
52.0123106,4.7068922,1
52.0123173,5.0310347,1
52.0124124,6.1362838,1
52.0124811,4.7037287,1
52.0124888,4.3597204,2
52.0125355,4.3733977,1
52.0126525,4.3527535,1
52.0126565,5.185681,1
52.012657,5.036407,2
52.012685,4.7204771,2
52.012706,5.0469817,2
52.0129325,4.6902768,3
52.0129435,4.7075236,4
52.0129566,5.5449112,1
52.0129802,4.4374976,1
52.0130467,5.1932391,2
52.0131113,4.5282765,2
52.0131347,5.046017,3
52.0132318,5.1804927,1
52.0133991,4.2579459,2
52.0134485,5.0396054,1
52.0135299,4.2879081,5
52.01353,5.1919552,2
52.013588,5.5432528,2
52.0135946,5.4279889,2
52.0135967,6.1366241,1
52.0136683,4.3558329,1
52.0136808,4.7476732,1
52.013799,4.3594718,1
52.0138295,5.0317365,1
52.0138547,5.1926676,2
52.0139508,5.5475221,2
52.0139923,4.445998,1
52.0139997,6.1382623,1
52.0140399,4.3665024,1
52.0141218,5.5405598,1
52.0141515,5.043329,2
52.0141734,4.2321413,1
52.0142912,5.0419295,1
52.0143163,4.5470307,2
52.0143319,4.7451001,1
52.0145136,5.6195566,1
52.0145413,4.2552075,2
52.0146176,5.166546,1
52.0146391,4.5456553,2
52.0146538,4.808943,1
52.0146657,5.7652985,4
52.0147249,5.1863272,1
52.0147494,4.3347867,1
52.0147666,4.7088215,2
52.0147729,4.4368769,1
52.0147771,4.3470085,3
52.0148084,4.8355405,2
52.0148251,5.1924303,2
52.0148708,4.7097377,1
52.0148868,5.0959973,1
52.0149339,5.6583358,2
52.0149517,5.4285437,3
52.0149751,5.0953704,1
52.0149781,4.3545208,2
52.014982,4.3356699,2
52.0149843,5.0361703,1
52.0151172,6.1434233,1
52.0151336,5.0320175,1
52.0151929,4.2547248,1
52.0152032,5.4290101,2
52.0152192,5.5466963,2
52.015405,4.593816,1
52.0154067,4.3450126,1
52.0154614,4.3339979,1
52.0154873,5.0300773,2
52.0155933,4.5844748,1
52.0155938,5.1845898,4
52.0156477,4.7026461,1
52.0157064,5.0463762,2
52.0157515,5.0372422,1
52.0158234,4.3700455,1
52.0160688,5.5498022,2
52.0160693,5.0383469,2
52.0160823,4.7094135,1
52.0161445,4.2897087,3
52.0161707,5.0918519,2
52.0163055,5.1703544,1
52.016471,4.3617997,1
52.0165044,5.1614236,1
52.0165091,4.7148699,2
52.0165276,5.5428552,1
52.01655,5.0459473,1
52.0165984,5.0939468,1
52.0166713,6.1365298,1
52.0167264,5.0573669,2
52.0168487,4.2226755,2
52.0168599,5.6572549,2
52.0168836,5.1769215,1
52.0169231,5.0602207,3
52.0170056,5.1902794,2
52.0170486,4.3456883,2
52.0170949,4.7182992,2
52.0171193,4.3537139,1
52.0173911,5.6568502,1
52.0174116,5.1806921,2
52.0175244,4.2940747,3
52.017555,5.5601798,1
52.0175748,5.1665606,1
52.0176189,5.0583364,1
52.0177597,5.1792628,1
52.0177796,4.4363178,1
52.0178436,5.1810251,2
52.0178697,5.6558916,1
52.0179254,4.3688469,1
52.0180122,4.437289,1
52.0182022,5.6479249,2
52.0182034,4.7140724,3
52.0182227,5.0720842,4
52.0182605,5.0469104,2
52.0183008,5.1802946,2
52.0183302,5.16679,2
52.0184558,5.0752147,2
52.0184737,5.1764333,1
52.0184977,5.6443429,1
52.0185193,4.2745714,1
52.0185946,4.2970352,1
52.018619,4.2842138,3
52.0186449,5.0461644,1
52.0187059,5.6517883,4
52.0187091,4.711355,1
52.0188316,4.2867581,1
52.0188431,5.1719883,1
52.0188833,5.648803,1
52.0188929,5.174654,1
52.018894,5.6599332,1
52.0189324,4.2917821,2
52.0189663,5.0423306,2
52.0189671,5.1661022,2
52.018997,5.0970778,1
52.0190538,5.636523,1
52.0190693,5.6376885,1
52.0190795,4.273931,1
52.0191004,5.4091136,2
52.019132,5.0498903,3
52.0191903,5.6357371,2
52.0192892,4.4329203,2
52.019393,5.6418423,2
52.019529,4.2522841,1
52.0196287,4.4315581,1
52.0196356,5.0499739,1
52.0196494,4.3572688,2
52.0197838,5.5339652,1
52.0198177,5.5555995,1
52.0198868,5.0405316,1
52.0199002,5.6400533,2
52.0199117,5.0717809,2
52.0200212,5.6463767,2
52.0200319,5.1940685,1
52.0201099,4.7253492,2
52.0201711,4.1733866,1
52.0202245,5.5407702,1
52.0202721,5.6342279,1
52.0202778,5.0451468,1
52.0202838,5.6413666,3
52.0202953,4.7247492,2
52.0203284,5.1542366,4
52.0204156,4.2917895,6
52.0204226,5.0679311,1
52.0205618,5.173058,2
52.0205639,4.352906,2
52.0206327,4.8732462,2
52.0206864,5.6697925,2
52.0206892,5.0701,1
52.0207212,5.1818132,3
52.0208275,5.0395045,1
52.0209322,4.8698044,1
52.0210082,5.1763341,2
52.021041,4.2703418,2
52.0211471,5.5623498,1
52.0212125,5.5342904,1
52.0212547,5.5291769,1
52.0212744,5.026724,1
52.0215006,5.6520672,1
52.021515,4.6946016,1
52.021538,4.7251679,2
52.0216801,4.2176689,1
52.0216952,4.2901992,1
52.021734,4.2742293,2
52.0217648,4.4811667,1
52.0218415,5.0951363,2
52.0218536,5.0339457,3
52.0219019,5.5499836,1
52.0219128,5.1796369,1
52.0219452,6.1834304,2
52.0219988,4.428987,1
52.0221249,4.1806918,2
52.0221281,4.8929268,2
52.022176,5.0715173,2
52.0221829,5.1748424,1
52.022224,5.0406446,3
52.0222515,4.1668172,1
52.0222627,5.6364826,1
52.0224079,5.6400383,1
52.0224185,5.0782029,1
52.0224906,5.0365631,2
52.0225035,5.0533761,1
52.0225106,4.8730935,2
52.0225215,5.5745206,2
52.0226221,5.6322449,1
52.0226484,4.2960478,2
52.0226932,5.641118,10
52.0227019,5.6412638,1
52.0227182,5.0970974,3
52.0227443,5.5311776,2
52.022751,4.1803836,2
52.0227814,4.8651936,4
52.0227913,5.5367724,3
52.022897,5.6585297,5
52.0229196,5.0575108,1
52.0229424,5.0690642,2
52.0230156,5.1938371,1
52.0230173,5.070171,1
52.0231003,5.0676207,1
52.023114,4.2181414,1
52.0232227,5.1833898,4
52.0232619,4.2203669,2
52.0233066,5.5725133,2
52.0233222,5.6533747,2
52.0233683,4.2165903,6
52.0233864,5.0509364,3
52.0234307,5.1017697,2
52.0234372,4.2135869,2
52.023455,4.2189922,1
52.0234788,5.1808098,2
52.0235997,4.2652802,1
52.0236259,4.3515239,4
52.023744,6.1239138,2
52.0238116,5.6555776,1
52.0238283,5.6399298,1
52.0239441,4.428348,3
52.0239527,5.5614575,1
52.024055,5.0961272,2
52.0240802,5.1803554,3
52.0241016,5.6545303,1
52.0241838,4.2987789,2
52.0241997,4.1964166,2
52.0243349,5.5702009,1
52.0243644,4.8756803,1
52.0243957,5.5596817,1
52.0245581,4.2196337,1
52.0245836,5.5602652,2
52.0247134,4.2153603,2
52.0247408,5.1829167,1
52.024768,5.5224421,1
52.0248576,4.7240698,6
52.0249061,5.5783917,4
52.0249385,5.0971996,1
52.0249994,4.1674125,3
52.0250158,4.2277526,1
52.0250545,5.569825,1
52.0250904,5.5579359,1
52.0250925,5.0940515,2
52.0251175,4.285132,6
52.0251344,4.4310181,1
52.0251475,5.6530795,1
52.0251696,5.0397768,1
52.0252121,5.0269837,1
52.0252445,5.1408064,2
52.0252581,5.5537986,1
52.025375,5.1610584,1
52.0253975,4.2190727,1
52.025426,5.1549386,1
52.025493,5.1812668,2
52.0255829,5.5767626,6
52.0256572,4.2171716,2
52.0256932,5.0898513,2
52.0257849,5.5363453,3
52.025789,5.033463,1
52.0258429,5.5656611,1
52.0258434,4.8726764,1
52.0258609,4.1751122,2
52.0259261,4.479946,1
52.0260376,5.1792099,2
52.0260827,4.219288,5
52.0261108,4.2284966,1
52.0261315,5.0368115,1
52.0261349,5.0231151,2
52.0261516,5.0561756,2
52.0261766,5.0338533,1
52.0261957,5.0930972,3
52.0261978,4.8613363,2
52.0263048,4.2290306,1
52.0263859,4.429068,2
52.0263932,5.6586238,1
52.0264486,5.163122,1
52.0265109,4.2271311,2
52.0265271,4.7032376,4
52.0265689,5.0843086,2
52.0265967,4.9107268,1
52.0266131,5.6645117,1
52.0266247,5.0425048,2
52.0266605,5.1564913,2
52.0267112,5.03229,3
52.0267649,5.0943028,1
52.0267751,4.8678865,1
52.0267906,4.4368551,4
52.0267925,4.1747956,2
52.0268068,5.3449189,2
52.0268188,5.1688319,2
52.0268444,5.6617155,2
52.0268456,5.1687443,3
52.0268488,4.2751951,1
52.0268854,5.553455,1
52.0269104,4.4272499,1
52.0269576,4.8725908,1
52.0269994,4.8637311,2
52.0270412,5.0497579,1
52.0270724,5.0268959,3
52.0270744,5.5714215,2
52.0270775,4.1806605,2
52.0270908,4.2665917,2
52.0271048,5.5301571,1
52.0271317,4.42793,2
52.0271394,4.2698109,2
52.0272981,4.7044353,1
52.0273163,4.1767778,1
52.0273429,5.1561672,2
52.0273431,5.0882958,2
52.0273536,5.5767119,1
52.0274091,6.2800351,3
52.0274263,4.2869113,1
52.0276258,4.2623669,3
52.0276648,4.9037359,2
52.0277235,4.3462853,1
52.0277252,5.083106,2
52.0277689,5.1533965,1
52.0278272,5.5347493,1
52.0278391,4.2715567,2
52.027879,5.6574088,2
52.0278822,4.7028672,1
52.0281625,5.630483,5
52.0282068,5.6671588,1
52.0282139,5.1747847,1
52.0282584,4.8720221,1
52.0282588,4.8639641,6
52.028281,4.8751547,2
52.028405,5.0818045,1
52.0284128,4.4795459,1
52.0284857,4.8664969,1
52.0285121,4.8013181,2
52.0285801,5.1500409,1
52.0286245,4.8714642,1
52.0286862,5.6542371,1
52.0288099,5.65909,4
52.028953,4.7155721,2
52.0289786,5.0676371,1
52.0290545,6.0873819,1
52.029154,4.8651777,1
52.0291655,4.2768426,1
52.0291954,5.5257049,1
52.0292197,5.6528269,1
52.0292605,4.8668959,1
52.0293257,5.0764359,2
52.0293383,4.280875,2
52.0293389,4.689191,1
52.0293825,4.3177573,1
52.0294156,5.543614,1
52.0294171,4.6963592,4
52.0294519,5.5433664,1
52.0295061,5.5431335,2
52.0295254,5.6567484,1
52.0295329,5.5624555,1
52.0295946,5.1494526,1
52.0296278,4.2314805,4
52.0297318,4.3797849,2
52.029786,4.6903061,2
52.0298767,4.8741747,2
52.0299814,5.3502783,2
52.0301436,5.1683785,1
52.0301535,4.8676141,1
52.0301621,4.6900671,1
52.0301695,4.7145192,1
52.0301771,6.0875306,1
52.0302422,5.1588043,2
52.0302822,5.5263203,1
52.0303224,6.6415898,3
52.030328,4.7030339,2
52.0304093,5.6593184,2
52.0304257,5.0676413,4
52.0304729,6.0876664,2
52.0304832,4.8690092,2
52.0305003,5.0339795,2
52.0305054,4.7135378,5
52.0305056,4.3819825,2
52.0305253,5.5097673,2
52.030618,5.1488496,1
52.0306746,4.2843833,1
52.0306911,5.1778768,1
52.030781,4.7051982,1
52.030784,5.1509472,2
52.0307847,5.5607846,4
52.0308683,4.7172775,2
52.0308707,5.530242,1
52.0308717,5.0349383,2
52.0310007,4.2478254,1
52.0310079,4.7009396,1
52.0310735,5.1563957,1
52.0311376,5.5528879,1
52.0311579,5.6111911,1
52.0311761,4.2803487,1
52.0312078,4.8702687,1
52.0312769,5.0733185,2
52.031305,5.1645986,1
52.03132,4.2996548,1
52.0313481,5.550222,2
52.0313932,5.0472332,3
52.0314742,5.6613213,1
52.0315174,5.0255632,3
52.0315344,4.1778734,1
52.0315401,5.5664853,1
52.031588,4.27636,2
52.0315957,4.7061914,1
52.0316269,5.0697749,2
